journey_id,annotator,annotation
0fab2120-5958-11ec-b9eb-c7ac9f3ff6e0,7,They differ
0fab2120-5958-11ec-b9eb-c7ac9f3ff6e0,1,They differ
ab10d5dd-59e6-11ec-8f06-9b3632fcaa26,8,They differ
ab10d5dd-59e6-11ec-8f06-9b3632fcaa26,1,They differ
67b73b36-529c-11ec-a43a-c50d245e3ac7,3,They differ
67b73b36-529c-11ec-a43a-c50d245e3ac7,7,They differ
67b73b36-529c-11ec-a43a-c50d245e3ac7,8,They differ
827e44a0-5bee-11ec-bc74-517de331c535,1,Both are the same
324a59ee-5cfc-11ec-9c2d-3bf2b48465f8,2,I don't know
7d6359ed-569d-11ec-9d57-97f5e4798c95,7,Both are the same
79f76559-5796-11ec-b41b-69b025c5fb13,2,They differ
79f76559-5796-11ec-b41b-69b025c5fb13,8,They differ
8ff9605c-550d-11ec-b550-878f8de8fdde,4,Both are the same
5ef7dd1a-5604-11ec-b957-f5e497359d35,8,Both are the same
5ef7dd1a-5604-11ec-b957-f5e497359d35,3,Both are the same
1c753d47-53a4-11ec-92f5-3dda36dcc401,6,They differ
1c753d47-53a4-11ec-92f5-3dda36dcc401,6,They differ
dfa1ca14-595f-11ec-af3d-b1fb9cc54872,8,Both are the same
dfa1ca14-595f-11ec-af3d-b1fb9cc54872,6,Both are the same
c6e36ed0-52b3-11ec-a699-eb546b267477,2,They differ
c6e36ed0-52b3-11ec-a699-eb546b267477,2,They differ
4d542057-5246-11ec-8762-db6e0fcabb1a,3,They differ
03e283ed-5378-11ec-aba1-ed6f3c3ca2e5,2,They differ
60a85a67-58ea-11ec-bb20-e590af9c8601,2,Both are the same
ba0657da-5b7d-11ec-8e21-1f866c7320bb,2,Both are the same
34c8ba45-5aa0-11ec-b771-1768151b4934,6,They differ
34c8ba45-5aa0-11ec-b771-1768151b4934,7,Both are the same
34c8ba45-5aa0-11ec-b771-1768151b4934,8,I don't know
0be86d16-5ab3-11ec-80b6-79aab44be801,2,They differ
0be86d16-5ab3-11ec-80b6-79aab44be801,7,They differ
4017c142-56c4-11ec-933b-c904e69cd559,2,Both are the same
7b8716a2-55dd-11ec-a791-fffd3c7c2729,1,They differ
b63aad34-54f4-11ec-89e6-6d9392a8ff02,2,I don't know
b63aad34-54f4-11ec-89e6-6d9392a8ff02,8,They differ
2fe87b64-5385-11ec-88e6-dbfc2888b75b,7,I don't know
397eb786-56f3-11ec-b280-f96279b18a8c,8,They differ
6d24c775-59cc-11ec-809e-b71159192b0c,2,They differ
5956f3a4-5c9f-11ec-93cb-3f964ebc6447,2,Both are the same
0d244a75-54a2-11ec-84cd-83db9a91c7c2,2,Both are the same
c3de3565-56e2-11ec-8111-959bc756a487,6,They differ
c3de3565-56e2-11ec-8111-959bc756a487,7,They differ
89f63270-56b7-11ec-8d18-c34d4ccbc53e,2,Both are the same
356a2121-5ba2-11ec-89e5-af3a115dcf81,7,Both are the same
3f7f2dc5-5bff-11ec-a5c7-913b62dd781a,2,They differ
3f7f2dc5-5bff-11ec-a5c7-913b62dd781a,7,They differ
c2ca749f-5a64-11ec-abec-2b188673deab,6,Both are the same
ee670f4d-5ad8-11ec-a4a2-95b835a61a69,2,They differ
ee670f4d-5ad8-11ec-a4a2-95b835a61a69,2,They differ
5eba54ed-5a91-11ec-96f6-3fd1836e1108,1,Both are the same
243e16f2-53a9-11ec-b091-717f6e79953d,2,Both are the same
4737bc2d-54a3-11ec-8924-8947f783b103,2,Both are the same
4737bc2d-54a3-11ec-8924-8947f783b103,6,Both are the same
58fb2f3d1b3a42acbed7072f5bee48ab,3,Both are the same
1d70d0d7-54b1-11ec-aa90-3f93942e8df1,1,Both are the same
b7e77264-5625-11ec-a319-eb5904dfc034,7,Both are the same
b7e77264-5625-11ec-a319-eb5904dfc034,6,They differ
b7e77264-5625-11ec-a319-eb5904dfc034,8,Both are the same
f9123152-5bb5-11ec-8ef8-8da2d2c61591,3,They differ
9f6a5a3b-5a85-11ec-bafb-db02d833c119,7,They differ
91fffadc-579c-11ec-830e-8ba4b9fb5c62,2,Both are the same
c5279c38-5573-11ec-bab7-1d12496c6f7f,2,They differ
c5279c38-5573-11ec-bab7-1d12496c6f7f,7,They differ
2e25a5ed-571d-11ec-bfa1-779e24e5ddbe,3,They differ
2e25a5ed-571d-11ec-bfa1-779e24e5ddbe,6,They differ
2e25a5ed-571d-11ec-bfa1-779e24e5ddbe,2,They differ
ed34c3e8-5577-11ec-974e-91571a5849d9,1,Both are the same
ed34c3e8-5577-11ec-974e-91571a5849d9,1,Both are the same
a27af9a9-59df-11ec-9fc3-bff8d7f844e9,6,They differ
a27af9a9-59df-11ec-9fc3-bff8d7f844e9,3,They differ
020394be-5a14-11ec-b971-874de37fb1e4,7,Both are the same
020394be-5a14-11ec-b971-874de37fb1e4,2,Both are the same
3900bc16-5858-11ec-b030-3160182faba7,7,Both are the same
ea9c53a8-5a57-11ec-aa1a-9d0be30b57b2,2,Both are the same
d9775605-5ae5-11ec-a23c-73ddfd0109e6,7,Both are the same
85fbebb6-5c3e-11ec-8b9e-a395006d6b34,8,They differ
85fbebb6-5c3e-11ec-8b9e-a395006d6b34,7,They differ
a0569007-5b88-11ec-b40b-cf95acd38426,1,They differ
a0569007-5b88-11ec-b40b-cf95acd38426,3,They differ
328588e7-59b4-11ec-9bac-91321ddccca9,2,I don't know
65eff7de-57c2-11ec-a8b6-6db8a0e7c3ae,2,Both are the same
9482f210-593f-11ec-be26-c59d8ef0231a,3,Both are the same
ae4c8cac-5bfa-11ec-8d03-01f4de8ce030,3,They differ
6768c8a8-53be-11ec-bf23-a1a7eb636ce6,8,Both are the same
86445b8a-58fe-11ec-a1ba-9fc2b0fcef29,6,They differ
20bf83d4-5433-11ec-a8a6-811943ffbdc5,1,They differ
b1e47edb-58fb-11ec-9fae-5362dff50873,6,Both are the same
3d6de1d6-54d2-11ec-bb4a-753d7f2c5bce,7,They differ
2c540c5c-5b6e-11ec-9840-73cbb9118a5e,3,I don't know
2c540c5c-5b6e-11ec-9840-73cbb9118a5e,6,They differ
6cc86ccd-561c-11ec-b41f-2f5fb45864b5,4,They differ
6cc86ccd-561c-11ec-b41f-2f5fb45864b5,7,They differ
749ab67c-57d7-11ec-b3e8-a1e2deacb129,2,They differ
44ce7476-5686-11ec-846a-5d9cd709347c,2,They differ
20e0c629-530b-11ec-8e2a-d1bd19ea8f83,1,Both are the same
851a7bfb97a040c58336720c8178306e,3,They differ
d9508170-5a78-11ec-8f64-e94f3083fcac,8,They differ
d9508170-5a78-11ec-8f64-e94f3083fcac,2,They differ
fbcb7e52-5d26-11ec-8692-9398a351df08,7,They differ
cc62d002-5c6d-11ec-b8a0-f9b33020062c,1,They differ
72f92ef4-556a-11ec-bd80-5f7a857601f8,7,Both are the same
0bf306d2-5bf7-11ec-8cd8-8bd826315c0c,7,Both are the same
6d98c564-5a5a-11ec-b5c2-4f7443571afa,1,They differ
ee758450-5b6b-11ec-a978-ff3020a7d2c9,1,They differ
ee758450-5b6b-11ec-a978-ff3020a7d2c9,8,Both are the same
dfafb105-53fc-11ec-9f2e-d710394cb5f1,3,Both are the same
dfafb105-53fc-11ec-9f2e-d710394cb5f1,6,Both are the same
dfafb105-53fc-11ec-9f2e-d710394cb5f1,3,Both are the same
a4f6f4aa-5cfa-11ec-bb9f-19270a7580a7,2,I don't know
631ec30e-52e9-11ec-8bde-87285f89c6a5,6,Both are the same
631ec30e-52e9-11ec-8bde-87285f89c6a5,1,Both are the same
73c668af-5c59-11ec-9333-07156e6c8755,3,They differ
3d8c29bf-538e-11ec-b4c7-63534b22e740,2,They differ
3d8c29bf-538e-11ec-b4c7-63534b22e740,6,They differ
780f8ee2-5488-11ec-a24a-efd0c52b14ff,2,They differ
3fade984-57c8-11ec-98ab-6773f397fe72,2,Both are the same
c59126bd-5d00-11ec-9f9d-a1a4bcb9701f,6,They differ
c59126bd-5d00-11ec-9f9d-a1a4bcb9701f,3,They differ
3102c358-56d5-11ec-9e13-77fdafb3f195,1,Both are the same
01a67a32-5563-11ec-a437-c5a4c33bf249,6,They differ
78d853d8-5cbd-11ec-9be5-93ea721a1c71,2,They differ
2e5d2b19-5538-11ec-bc65-f16a4a21c74a,2,Both are the same
8462e2e8-5299-11ec-87af-9372a9efad93,7,Both are the same
8aaa26fe-5c62-11ec-9c92-6b0273fdc318,3,Both are the same
55504e76-52dc-11ec-9d90-7da41ca461f0,2,They differ
57ebe81b-5862-11ec-bf0d-b577a96b1a62,7,Both are the same
8306e191-5383-11ec-8517-9f95caa1c7a9,7,They differ
f83ccdd8-5c56-11ec-8b7e-1b1f4bc05121,2,Both are the same
eb3766a0-5486-11ec-85c5-5388692d2a54,2,They differ
ae2edcc1-540c-11ec-9af4-e18586b339b0,7,They differ
8d7b39fe-5323-11ec-8a79-e554b48b3ee2,7,Both are the same
8d7b39fe-5323-11ec-8a79-e554b48b3ee2,2,I don't know
b5d112ee-5538-11ec-819a-cb763c437dd1,2,Both are the same
b5d112ee-5538-11ec-819a-cb763c437dd1,1,Both are the same
eac9cad9-53b2-11ec-891d-1b647e1e93c6,1,They differ
eac9cad9-53b2-11ec-891d-1b647e1e93c6,3,I don't know
e774991c-5bf9-11ec-95b7-7147c7318828,6,They differ
3f0d3b9f-56f9-11ec-8f3b-f7c4700423f5,2,Both are the same
39b9eb10-532a-11ec-a91b-bf4911a854da,1,They differ
a080fee0-56f6-11ec-ba67-aff71c5012f2,2,They differ
a080fee0-56f6-11ec-ba67-aff71c5012f2,2,They differ
14e6666a-5c44-11ec-b953-4db7118fec0a,2,Both are the same
14e6666a-5c44-11ec-b953-4db7118fec0a,7,Both are the same
14e6666a-5c44-11ec-b953-4db7118fec0a,2,Both are the same
e180606c-579a-11ec-a0f3-4783ab1162f2,2,Both are the same
fad12fe6-5d1d-11ec-84e2-01573e1c6681,8,Both are the same
fad12fe6-5d1d-11ec-84e2-01573e1c6681,1,They differ
409b35eb-56f6-11ec-a95b-73123fcef9a8,2,Both are the same
f2ab0d70-52e4-11ec-8bc8-3b9a8bad66b4,2,They differ
277f5395-53e3-11ec-983f-7d7c567de57a,1,Both are the same
454d9775-5481-11ec-acbd-b3b05691ba8b,1,They differ
454d9775-5481-11ec-acbd-b3b05691ba8b,2,They differ
bf5597f1-590c-11ec-af56-694e7c4d9a45,2,Both are the same
bf5597f1-590c-11ec-af56-694e7c4d9a45,1,They differ
d6a0bdb4-544c-11ec-bf80-13d16bc52adb,2,Both are the same
d6a0bdb4-544c-11ec-bf80-13d16bc52adb,7,Both are the same
25262116-5616-11ec-9841-059bde5d3f86,1,They differ
25262116-5616-11ec-9841-059bde5d3f86,6,They differ
9687307a-5819-11ec-a984-f7265a900489,8,I don't know
8ee9f043-5895-11ec-b130-3f8d0e34f167,7,Both are the same
8ee9f043-5895-11ec-b130-3f8d0e34f167,7,Both are the same
9f26302d-5bb9-11ec-b1b7-cfb624322fa0,6,They differ
a9a3a61e-5758-11ec-b560-d53f3420e327,3,I don't know
5f938357-54d6-11ec-ba96-9be93397f81c,1,They differ
86824899-5b27-11ec-8737-5fbae2f46973,1,I don't know
86824899-5b27-11ec-8737-5fbae2f46973,2,I don't know
adf340e6-52d3-11ec-ad43-f3cee240b5e5,3,They differ
451248ea-59b0-11ec-b5fe-772ba051879f,2,They differ
a7bc3ec2-5a07-11ec-ac53-75d1b833cfb8,7,They differ
a7bc3ec2-5a07-11ec-ac53-75d1b833cfb8,6,They differ
598b5071-5c1a-11ec-8493-dd123b910e02,1,They differ
27e72e52-5776-11ec-b292-9557679fb5af,2,They differ
fe225b18-53c5-11ec-8d0c-09edb26198a0,2,Both are the same
e672a9c8-5564-11ec-95c7-6dab5f8be38a,6,They differ
eb5fef7e-57b6-11ec-9547-0f342e3f2742,3,Both are the same
0213e5fe-53e4-11ec-873a-cd2798a2ba23,7,They differ
6f644d8d-53d0-11ec-a696-bf4d40856ee6,8,They differ
f7064832-52a1-11ec-ab21-e152497c191b,6,Both are the same
a9d97435-5a8a-11ec-8bec-e50336cce9ca,1,They differ
c8a83b12-5c50-11ec-ade7-01f95417de7a,7,They differ
489e6727-586e-11ec-b40b-f51c6531cfe6,1,Both are the same
0dee1ade-559f-11ec-ab77-efad3a154485,2,Both are the same
0dee1ade-559f-11ec-ab77-efad3a154485,2,Both are the same
bb4a5840-5901-11ec-be28-4363ee8c3368,2,They differ
bb4a5840-5901-11ec-be28-4363ee8c3368,3,They differ
bb4a5840-5901-11ec-be28-4363ee8c3368,3,They differ
b1cd216e-5a40-11ec-a5c4-f95ca097c339,7,Both are the same
5e10c309-5628-11ec-8546-85a3067076c3,3,Both are the same
9c79b722-5a45-11ec-8b0b-c9f7f110a2dc,1,They differ
541cfd9a-5aa4-11ec-93e6-fb354a5d5c5b,2,They differ
80011900-5b8b-11ec-845c-1f5fc4228bfa,1,They differ
a791aa70-59fa-11ec-b43d-2fc411ea9371,7,Both are the same
088ef115-5551-11ec-a0da-c3566423f3a3,7,They differ
088ef115-5551-11ec-a0da-c3566423f3a3,8,They differ
210f9294-5911-11ec-a206-951dda906cf0,8,They differ
9cf02e4c-53a8-11ec-a0a8-11b6ecf35242,1,They differ
9cf02e4c-53a8-11ec-a0a8-11b6ecf35242,6,They differ
f0d68c0a-5708-11ec-b2c5-174a0b980b4b,7,Both are the same
f0d68c0a-5708-11ec-b2c5-174a0b980b4b,8,I don't know
d31ef8eb-55b0-11ec-8264-594e275f55c6,7,Both are the same
d31ef8eb-55b0-11ec-8264-594e275f55c6,7,Both are the same
d31ef8eb-55b0-11ec-8264-594e275f55c6,8,Both are the same
1bf98262-562b-11ec-a54c-69c00b0c5038,8,They differ
1bf98262-562b-11ec-a54c-69c00b0c5038,6,They differ
1bf98262-562b-11ec-a54c-69c00b0c5038,1,They differ
05dce576-5461-11ec-bf72-6984594a873c,7,Both are the same
a5d65396-5835-11ec-b770-d547373ebc30,3,They differ
a5d65396-5835-11ec-b770-d547373ebc30,2,Both are the same
407fd680-5776-11ec-9564-35ec13932110,3,Both are the same
3924c59b-5518-11ec-9033-470a447f471b,8,Both are the same
3924c59b-5518-11ec-9033-470a447f471b,7,Both are the same
69e45440-5b2d-11ec-9345-5519d43957cb,7,They differ
69e45440-5b2d-11ec-9345-5519d43957cb,2,They differ
5871fba1-5bf6-11ec-9a44-ef7c1d9dbf7e,2,They differ
5871fba1-5bf6-11ec-9a44-ef7c1d9dbf7e,2,Both are the same
7021e911-5622-11ec-aaf9-9f1360a7c917,7,They differ
7021e911-5622-11ec-aaf9-9f1360a7c917,2,They differ
9fa95b66-52ff-11ec-828d-333416482155,7,They differ
2f4da6e5-548e-11ec-9618-3515f90c81a4,1,They differ
2f4da6e5-548e-11ec-9618-3515f90c81a4,2,They differ
b1d759c6-539c-11ec-aa08-177e6010a6c4,2,They differ
469b6a97-5539-11ec-913e-c5bcc105c345,8,They differ
469b6a97-5539-11ec-913e-c5bcc105c345,7,They differ
8d76f8cd-568b-11ec-9bc0-df7e4c6dcee6,6,They differ
8d76f8cd-568b-11ec-9bc0-df7e4c6dcee6,7,Both are the same
49ac009f-560f-11ec-9db8-8b513009aff9,1,They differ
64adfcdf-578a-11ec-be11-33f974ad35fb,6,They differ
64adfcdf-578a-11ec-be11-33f974ad35fb,1,They differ
578fabf7-5701-11ec-afaf-2183c6cadd94,3,They differ
2b58f104-5379-11ec-88d5-27a39420aceb,8,They differ
2b58f104-5379-11ec-88d5-27a39420aceb,2,They differ
2b58f104-5379-11ec-88d5-27a39420aceb,8,They differ
6216e66c-5b77-11ec-84fc-dd7e4a207da6,3,They differ
30308890-5750-11ec-bff4-6944ec50d914,6,Both are the same
0a2f2a44-5b05-11ec-84f1-b9f7d1ca0bae,8,They differ
0a2f2a44-5b05-11ec-84f1-b9f7d1ca0bae,1,They differ
0a2f2a44-5b05-11ec-84f1-b9f7d1ca0bae,7,They differ
1c4b6daa-56ff-11ec-b7e4-674f9e859c44,7,Both are the same
6538a275-5569-11ec-a3f1-979a55d7b8ed,3,They differ
6538a275-5569-11ec-a3f1-979a55d7b8ed,2,They differ
0812517d-54fd-11ec-b26c-d5673cd6a80c,2,They differ
12d3dd62-5582-11ec-9c9c-978547c85f5b,8,They differ
12d3dd62-5582-11ec-9c9c-978547c85f5b,8,They differ
46f04608-5c44-11ec-b2fc-1b966c5ba993,3,They differ
46f04608-5c44-11ec-b2fc-1b966c5ba993,2,They differ
b48bb710-5778-11ec-bba2-0904e117d697,1,They differ
e51faa16-585d-11ec-a8c8-61a9a329a5d7,1,They differ
e51faa16-585d-11ec-a8c8-61a9a329a5d7,2,They differ
33034a6a-5383-11ec-b644-0f010cb3dcf5,1,Both are the same
7a24cc39-5488-11ec-ab31-e3df2f268f89,1,Both are the same
7a24cc39-5488-11ec-ab31-e3df2f268f89,2,Both are the same
4766d5de-5cfd-11ec-8b01-914b9d5e04f1,1,Both are the same
928441c2-5c27-11ec-8c11-8d96e63df72e,3,Both are the same
928441c2-5c27-11ec-8c11-8d96e63df72e,4,Both are the same
9b95d84c-5ade-11ec-af83-7317a0737245,8,They differ
3b195083-5370-11ec-8bad-470bdeb44c1d,8,They differ
d37ee464-57d8-11ec-9102-a31f52b1eec0,1,They differ
7a1742b2-5888-11ec-b9f1-6d963c015dc7,2,They differ
3cf4eb12-5a10-11ec-8945-ed4892a3988c,8,They differ
80fc9308-5adf-11ec-a441-e7c3101873cd,2,They differ
80fc9308-5adf-11ec-a441-e7c3101873cd,7,They differ
ce2c43d4-5c25-11ec-a132-694b6bc957d0,1,Both are the same
ec558845-58a1-11ec-9e42-f94f935e8c8e,7,They differ
a839420a-52ac-11ec-bad0-5befa44850f5,6,Both are the same
30918061-585c-11ec-9f23-a517b9eb3f0e,2,Both are the same
c585b6d7-53c5-11ec-accf-a9fcd31d8397,3,Both are the same
b5e6a068-5517-11ec-bf06-0dbe75de79cd,1,Both are the same
b5e6a068-5517-11ec-bf06-0dbe75de79cd,8,Both are the same
1126395e-5a98-11ec-b8c5-abb78476cb4b,2,They differ
6787c8ef-58f0-11ec-b77e-59603115c1ea,1,They differ
08bfa8ab-52d6-11ec-a7fa-0938df70de34,6,Both are the same
6e2b2db077574959b03111ef4f2c1439,8,Both are the same
7d300f1a-53ab-11ec-adb0-0f95f7ebb2e0,2,They differ
aac9574e-55f2-11ec-9541-93d3c18d7b1d,6,They differ
c626a7ae-5876-11ec-a82d-efe5903a8c7c,1,They differ
96eddec4-558a-11ec-97c4-e7b67ce87d04,7,Both are the same
feb35964-53bc-11ec-bc76-25c4c2021693,4,Both are the same
feb35964-53bc-11ec-bc76-25c4c2021693,2,They differ
0a3dfa3a-5991-11ec-b99f-9f717683ae46,2,Both are the same
3112ed0d-5b5e-11ec-8482-c7153df62138,2,Both are the same
3112ed0d-5b5e-11ec-8482-c7153df62138,1,Both are the same
b4beea1a-5684-11ec-88e3-5346a23a0cf1,8,They differ
8a9c4693-5ae9-11ec-a6f2-4fe45d2f8430,8,Both are the same
8a9c4693-5ae9-11ec-a6f2-4fe45d2f8430,8,Both are the same
48255712-57ac-11ec-9146-d730c19857ca,7,They differ
48255712-57ac-11ec-9146-d730c19857ca,7,They differ
b46ae2da-543b-11ec-9ad5-89ae6bd0ebac,3,They differ
b46ae2da-543b-11ec-9ad5-89ae6bd0ebac,2,I don't know
7ba77246-556d-11ec-94e4-69cb01677c0f,1,Both are the same
7ba77246-556d-11ec-94e4-69cb01677c0f,7,Both are the same
78e2ab93-5941-11ec-89ad-594417d69735,2,They differ
17a27190-5a2e-11ec-a37b-09653abb6932,2,They differ
803c3940-52de-11ec-b797-81530ce252f3,2,They differ
b5813ee2-5929-11ec-b840-51a05daf96a1,7,Both are the same
46113d0b-5d34-11ec-94bc-3f98d0381587,7,They differ
46113d0b-5d34-11ec-94bc-3f98d0381587,3,They differ
d7d84520-5c40-11ec-a9a5-778448705dc4,6,Both are the same
f45e308a-5ab0-11ec-a6a8-ebefe1425a54,7,Both are the same
f45e308a-5ab0-11ec-a6a8-ebefe1425a54,3,They differ
97f5a436-552d-11ec-9081-abd5ed0af7eb,8,I don't know
09f54d46-539b-11ec-bdb6-cdad87ebfc87,1,I don't know
09f54d46-539b-11ec-bdb6-cdad87ebfc87,3,Both are the same
68446ca0-5ae9-11ec-9422-9f3cd409bc8b,2,I don't know
68446ca0-5ae9-11ec-9422-9f3cd409bc8b,1,They differ
4e7b1806-56b2-11ec-8528-b9e25e100f5c,2,Both are the same
4e7b1806-56b2-11ec-8528-b9e25e100f5c,2,Both are the same
7472bf1f-5c87-11ec-a20c-17122a51536e,2,They differ
9563d3d7-5637-11ec-a7c3-8de6333e2b0a,7,Both are the same
9563d3d7-5637-11ec-a7c3-8de6333e2b0a,2,Both are the same
6df1b3ac-5564-11ec-815a-1183b2b6eb65,2,They differ
5efe8ad8-5961-11ec-a485-ff5228589b57,1,They differ
5efe8ad8-5961-11ec-a485-ff5228589b57,3,Both are the same
6bf84b70-579f-11ec-a880-5bbd008c47ee,2,Both are the same
03e551dc-5c6c-11ec-b78e-cd9e3f2501bb,2,They differ
fad63ad2-54ff-11ec-ab96-7100582f7a6a,2,Both are the same
ffb29bbc-5a2f-11ec-920d-97b95cde5e20,6,They differ
228f6be9-5301-11ec-81c1-89c2dbcefbed,1,They differ
5adc72d6-5456-11ec-9096-4debbb4f2fc8,2,Both are the same
7fb052dd-53e9-11ec-bec4-715b76a1401b,3,They differ
5fca7962-5a16-11ec-8ee5-5b8555cbbcf3,2,They differ
5fca7962-5a16-11ec-8ee5-5b8555cbbcf3,1,They differ
d66b8ed8-5aa9-11ec-b878-5d707bc2277a,2,They differ
d66b8ed8-5aa9-11ec-b878-5d707bc2277a,7,They differ
d66b8ed8-5aa9-11ec-b878-5d707bc2277a,6,They differ
68057b0b-5388-11ec-961f-b77ca7de8ec3,7,Both are the same
3cb88f05-53ca-11ec-8994-812ccdef421e,6,They differ
3cb88f05-53ca-11ec-8994-812ccdef421e,7,They differ
adf327aa-591d-11ec-a80c-936256cfa207,2,They differ
a801cf88-5cf0-11ec-b97b-b7eab87c02d8,2,They differ
1689b152-5942-11ec-a371-b512e88b063e,2,They differ
1689b152-5942-11ec-a371-b512e88b063e,1,They differ
780359aa-52ae-11ec-8e02-d98421ec9f5d,3,Both are the same
780359aa-52ae-11ec-8e02-d98421ec9f5d,7,Both are the same
b6fce5b8-5b78-11ec-92df-b9ef15f46aa3,7,Both are the same
fda049a0-561a-11ec-afaa-3fd1ebb491cd,2,They differ
fda049a0-561a-11ec-afaa-3fd1ebb491cd,1,They differ
45eb1650-59e5-11ec-92b9-7502632e5c2d,2,I don't know
ed81e14f-55e0-11ec-be54-81671ce92e0c,2,Both are the same
cb52ad7c-568c-11ec-acf0-b71af6970198,2,They differ
25dace1c-523a-11ec-88d2-550381c5aff3,5,They differ
1d134906-5a38-11ec-826b-0965cda0df8f,3,They differ
0759b525-52f4-11ec-b5ff-df201d9bf3bd,7,Both are the same
084711d6-5972-11ec-9b41-5318289c57a3,1,Both are the same
2a6c0446-578d-11ec-ae1b-513a661dd971,6,Both are the same
9d1c60e8-5ced-11ec-a084-eb8aec47555d,2,Both are the same
9d1c60e8-5ced-11ec-a084-eb8aec47555d,7,Both are the same
9d1c60e8-5ced-11ec-a084-eb8aec47555d,7,Both are the same
312289bf-5952-11ec-8b33-ab6b21459129,7,They differ
9bad6799-583b-11ec-9650-4f5f6ec41cf1,2,Both are the same
9bad6799-583b-11ec-9650-4f5f6ec41cf1,2,Both are the same
2355858b-5637-11ec-a838-ffe415edf5f7,7,Both are the same
86d88a1c-57b4-11ec-9283-ada7e4ab5c6d,3,They differ
86d88a1c-57b4-11ec-9283-ada7e4ab5c6d,2,They differ
6f5718c2-524b-11ec-8906-1b676a8f226e,2,Both are the same
6f5718c2-524b-11ec-8906-1b676a8f226e,6,Both are the same
ddfdfc4a-58dc-11ec-8594-9ba1b7612db4,1,They differ
ddfdfc4a-58dc-11ec-8594-9ba1b7612db4,2,They differ
f6a2c2e0-52db-11ec-b34c-b1ffe642d9f3,2,They differ
96ddd074-5693-11ec-a90a-018ab2755a58,2,They differ
8b311659-54b0-11ec-87e6-fd09fc39eda6,8,Both are the same
6be6a053-5835-11ec-8a67-695a097e5354,3,Both are the same
ec46bd11-57a2-11ec-9861-f347f32f48bd,2,Both are the same
3af4e248-57d3-11ec-94eb-d9ac2eff8c31,2,I don't know
3af4e248-57d3-11ec-94eb-d9ac2eff8c31,7,Both are the same
17288c24-56bc-11ec-8d8c-735240002822,7,They differ
c0516794-52f7-11ec-bc9d-b967f2484e93,7,Both are the same
67d5e4e5-5aee-11ec-a88c-f5eeba7bdd64,2,They differ
67d5e4e5-5aee-11ec-a88c-f5eeba7bdd64,1,They differ
bc78f2e0-59d2-11ec-808d-c70bb61d21e4,7,They differ
bc78f2e0-59d2-11ec-808d-c70bb61d21e4,7,They differ
edead814-53f0-11ec-9d4f-0b8d4cbe80e1,2,Both are the same
3ae11f9d-57d7-11ec-9bda-796c4536c872,1,They differ
6f7e7921-5b0b-11ec-8016-816d7afe263e,6,Both are the same
0a6943da-53c8-11ec-8202-2f9f8d1bd071,8,They differ
fc0eece2-523a-11ec-a958-436561c5bb51,7,They differ
11511deb-529b-11ec-ae0f-1b407543b913,3,They differ
2795e5fc-5cd4-11ec-b7f1-df3fe5965318,6,Both are the same
2795e5fc-5cd4-11ec-b7f1-df3fe5965318,6,Both are the same
8f0b4a6b-53c4-11ec-a99b-2f8a312d79d6,8,They differ
c626a67c-59b2-11ec-ae0e-a91360eb17df,6,They differ
c626a67c-59b2-11ec-ae0e-a91360eb17df,6,They differ
5f00e244-546b-11ec-a58e-1f6b787e5b2c,2,They differ
092c6547-5976-11ec-86b9-814b8902ff65,2,Both are the same
092c6547-5976-11ec-86b9-814b8902ff65,2,I don't know
609d0f24-53e3-11ec-a82c-e56e935b8e6a,6,They differ
609d0f24-53e3-11ec-a82c-e56e935b8e6a,6,They differ
609d0f24-53e3-11ec-a82c-e56e935b8e6a,8,They differ
b7838aca-53dd-11ec-9059-676fc2c9b709,7,Both are the same
bda3b613-5550-11ec-b255-056a673f9a6e,3,Both are the same
8c7d670a-52c1-11ec-8cf8-d7bb32a02694,4,Both are the same
8cf48fd0-5b03-11ec-9533-97515ffa60b5,7,Both are the same
f51bf8b3-576f-11ec-86ad-5b7962e129a0,6,They differ
f51bf8b3-576f-11ec-86ad-5b7962e129a0,1,They differ
3f69d370-580a-11ec-9de5-2b4083f82ab6,7,Both are the same
4dec5f8a-5773-11ec-9b0a-938845632ec0,7,They differ
9a1f18d8-547c-11ec-af1b-2143900ad279,7,Both are the same
dd83d340-5455-11ec-8b51-6d373290cc95,2,Both are the same
a7d7dc82-5925-11ec-bc54-8f918c478a72,1,They differ
8c68b866-5825-11ec-bfb0-9b5e12c0eb2d,7,They differ
dcbf8aae-5299-11ec-81ff-1f567c137eee,2,Both are the same
dcbf8aae-5299-11ec-81ff-1f567c137eee,7,Both are the same
e46b2937-5552-11ec-a8ff-e53b837f3ecd,1,They differ
e46b2937-5552-11ec-a8ff-e53b837f3ecd,2,They differ
1aef7012-5878-11ec-9d52-89f3638cc5dc,6,They differ
1aef7012-5878-11ec-9d52-89f3638cc5dc,8,They differ
cbf3940a-56ad-11ec-9633-b1c5e72cda87,1,They differ
cbf3940a-56ad-11ec-9633-b1c5e72cda87,3,They differ
3dbd26d2-5550-11ec-939d-73b95b4ccba5,6,They differ
88288a5d-5306-11ec-a8a9-8f07fb8158fb,1,Both are the same
5e46af9c-58d2-11ec-b7c9-67ceb4f659fe,6,They differ
15cb57d0-5ae5-11ec-9815-6fad096e1684,4,I don't know
87e3f296-53e7-11ec-ba50-7141cdffa5ef,6,They differ
